"Title","UKProdTO: 10.5 - Manufacture of dairy products EXPORT (£m)","UKProdTO: 10.5 - Manufacture of dairy products HOME (£m)","UKProdTO: 31 - Manufacture of Furniture TOTAL (£m)","UKProdTO: 10.4 - Manufacture of vegetable and animal oils and fats EXPORT (£m)","UKProdTO: 10.7 - Manufacture of bakery and farinaceous products HOME (£m)","UKProdTO: 32 - Other manufactured goods TOTAL (£m)","UKProdTO: 10.7 - Manufacture of bakery and farinaceous products TOTAL (£m)","UKProdTO: 10.9 - Manufacture of prepared animal feeds EXPORT (£m)","UKProdTO: 10.5 - Manufacture of dairy products TOTAL (£m)","UKProdTO: 32 - Other manufactured goods EXPORT (£m)","UKProdTO: 10.7 - Manufacture of bakery and farinaceous products EXPORT (£m)","UKProdTO: 32 - Other manufactured goods HOME (£m)","UKProdTO: 10.4 - Manufacture of vegetable and animal oils and fats TOTAL (£m)","UKProdTO: 10.8 - Manufacture of other food products TOTAL (£m)","UKProdTO: 10.8 - Manufacture of other food products EXPORT (£m)","UKProdTO: 10.9 - Manufacture of prepared animal feeds HOME (£m)","UKProdTO: 10.8 - Manufacture of other food products HOME (£m)","UKProdTO: 10.9 - Manufacture of prepared animal feeds TOTAL (£m)","UKProdTO: 11.07 - Mfr soft drinks: prodn mineral/other bottled water EXPORT (£m)","UKProdTO: 27 - Manufacture of Electrical Equipment HOME (£m)","UKProdTO: 11.07 - Manuf soft drinks: prodn mineral/other bottled water HOME (£m)","UKProdTO: 27 - Manufacture of Electrical Equipment EXPORT (£m)","UKProdTO: 11.07 - Mfr soft drinks: prodn mineral/other bottled water TOTAL (£m)","GBServTO: 68.3 - Real estate activities on a fee or contract basis TOTAL (£m)","GBServTO: 69.1 - Legal activities TOTAL (£m)","GBServTO: 63 - Information services TOTAL (£m)","GBServTO: 71 - Architcture/engineerng serv; technical testng/analysis TOTAL (£m)","UKProdTO: 30OTHER - Manufacture of other transport equipment TOTAL (£m)","GBServTO: 73 - Advertising & market research services TOTAL (£m)","GBServTO: 80 - Security & investigation services TOTAL (£m)","GBServTO: 69.2 - Accountng bookkeepng auditing activ: tax consultancy TOTAL (£m)","UKProdTO: 30OTHER - Manufacture of other transport equipment EXPORT (£m)","GBServTO: 70.2 - Management consulting services TOTAL (£m)","UKProdTO: 30OTHER - Manufacture of other transport equipment HOME (£m)","GBServTO: 74 - Other professional, scientific and technical services TOTAL (£m","UKProdTO: 31 - Manufacture of Furniture EXPORT (£m)","GBServTO: 78 - Employment services TOTAL (£m)","UKProdTO: 31 - Manufacture of Furniture HOME (£m)","GBServTO: 81.2 - Cleaning activities TOTAL (£m)","GBServTO: 82 - Office admin, office support & other business support TOTAL (£m","GBServTO: 79 - Travel agency, tour operator/oth reservation services TOTAL (£m","UKManufTO: 10-33 - UK Manufacturing TOTAL (£m)","GBServTO: 45-96 - GB Services TOTAL (£m)","UKProdTO: 10.1 - Processing/preserving meat, prodn of meat products EXPORT (£m","UKProdTO: 10.1 - Processing/preserving of meat, prodn of meat products HOME (£","UKProdTO: 07-08 - Other mining & quarrying TOTAL (£m)","UKProdTO: 10.1 - Processing/preserving meat, prodn of meat products TOTAL (£m)","UKProdTO: 10.2-3 - Prcessin/preserv fish crustacean mollusc fruit veg TOTAL (£m)","UKProdTO: 10.2-3 - Process/preserv fish crustacean mollusc fruit veg EXPORT (£m)","UKProdTO: 10.2-3 - Prcessng/preserv fish crustacean mollusc fruit veg HOME (£m)","UKProdTO: 18 - Printing & reproduction of recorded media HOME (£m)","UKProdTO: 20.4 - Manuf soap/detergents, cleaning/polishing, perfume TOTAL (£m)","UKProdTO: 18 - Printing & reproduction of recorded media TOTAL (£m)","UKProdTO: 20.5 - Manufacture of other chemical products EXPORT (£m)","UKProdTO: 18 - Printing & reproduction of recorded media EXPORT (£m)","UKProdTO: 20A - Manuf industrial gases, inorganics & fertilisers EXPORT (£m)","UKProdTO: 33.15 - Repair & maintenance of ships and boats TOTAL (£m)","UKProdTO: 20.3 - Mfr paint varnish & similar, printing ink & mastics EXPORT (£","UKProdTO: 20A - Manuf industrial gases, inorganics & fertilisers HOME (£m)","UKProdTO: 33.16 - Repair & maintenance of aircraft & spacecraft EXPORT (£m)","UKProdTO: 20.5 - Manufacture of other chemical products HOME (£m)","UKProdTO: 33.15 - Repair & maintenance of ships and boats EXPORT (£m)","UKProdTO: 20.5 - Manufacture of other chemical products TOTAL (£m)","UKProdTO: 33.15 - Repair & maintenance of ships and boats HOME (£m)","UKProdTO: 20.4 - Manuf soap/detergents, cleaning/polishing, perfume EXPORT (£m","UKProdTO: 20.4 - Manuf of soap/detergents, cleaning/polishing, perfume HOME (£","UKProdTO: 20.3 - Manuf paint varnish & similar, printing ink & mastics HOME (£","UKProdTO: 20A - Manuf industrial gases, inorganics & fertilisers TOTAL (£m)","UKProdTO: 33.16 - Repair & maintenance of aircraft & spacecraft HOME (£m)","UKProdTO: 20.3 - Mfr paint varnish & similar, printing ink & mastics TOTAL (£m","UKProdTO: 20C - Manufacture of dyestuffs, agro-chemicals EXPORT (£m)","UKProdTO: 20C - Manufacture of dyestuffs, agro-chemicals TOTAL (£m)","GBServTO: 85.32-60 - Techncal/vocational/secndry/higher/oth education TOTAL (£m)","UKProdTO: 20B - Manufacture of petrochemicals EXPORT (£m)","GBServTO: 53 - Postal and courier services TOTAL (£m)","UKProdTO: 20C - Manufacture of dyestuffs, agro-chemicals HOME (£m)","UKProdTO: 20B - Manufacture of petrochemicals HOME (£m)","UKProdTO: 20B - Manufacture of petrochemicals TOTAL (£m)","UKProdTO: 21 - Manuf of Basic Pharmaceutical Products & Preparations HOME (£m)","UKProdTO: 21 - Manuf of Basic Pharmaceutical Products & Preparations TOTAL (£m)","UKProdTO: 21 - Manuf of Basic Pharmaceutical Products & Preparations EXPORT (£m)","UKProdTO: 22 - Manufacture of Rubber and Plastic Products TOTAL (£m)","UKProdTO: 22 - Manufacture of Rubber and Plastic Products EXPORT (£m)","UKProdTO: 22 - Manufacture of Rubber and Plastic Products HOME (£m)","UKProdTO: 13 - Manufacture of textiles EXPORT (£m)","UKProdTO: 14 - Manufacture of wearing apparel HOME (£m)","UKProdTO: 14 - Manufacture of wearing apparel TOTAL (£m)","UKProdTO: 13 - Manufacture of textiles HOME (£m)","GBServTO: 77 - Rental & leasing services TOTAL (£m)","UKProdTO: 13 - Manufacture of textiles TOTAL (£m)","UKProdTO: 14 - Manufacture of wearing apparel EXPORT (£m)","UKProdTO: 15 - Manufacture of Leather and related products TOTAL (£m)","UKProdTO: 29 - Manuf of Motor vehicles, trailers & semi trailers EXPORT (£m)","UKProdTO: 29 - Manufacture of Motor vehicles, trailers & semi trailers HOME (£","UKProdTO: 15 - Manufacture of Leather and related products EXPORT (£m)","UKProdTO: 15 - Manufacture of Leather and related products HOME (£m)","UKProdTO: 29 - Manuf of Motor vehicles, trailers & semi trailers TOTAL (£m)","UKProdTO: 16 - Mfr Wood/cork prods excl. frniture; articles of straw EXPORT (£m)","UKProdTO: 27 - Manufacture of Electrical Equipment TOTAL (£m)","UKProdTO: 16 - Mfr Wood/cork prods excl. furniture; articles of straw HOME (£m)","GBServTO: 75 - Veterinary activities TOTAL (£m)","GBServTO: 72 - Scientific research & development services TOTAL (£m)","UKProdTO: 16 - Mfr Wood/cork prods excl. furniture; articles of straw TOTAL (£m)","UKProdTO: 17 - Manufacture of Paper & paper products TOTAL (£m)","UKProdTO: 17 - Manufacture of Paper & paper products EXPORT (£m)","UKProdTO: 17 - Manufacture of Paper & paper products HOME (£m)","UKProdTO: 33OTHER - Other repair; installation & maintenance TOTAL (£m)","UKProdTO: 25.4 - Manufacture of weapons and ammunition HOME (£m)","UKProdTO: 25.4 - Manufacture of weapons and ammunition TOTAL (£m)","UKProdTO: 30.1 - Building of ships and boats EXPORT (£m)","UKProdTO: 37 - Sewerage services; sewage sludge TOTAL (£m)","UKProdTO: 25.4 - Manufacture of weapons and ammunition EXPORT (£m)","UKProdTO: 30.1 - Building of ships and boats HOME (£m)","UKProdTO: 30.1 - Building of ships and boats TOTAL (£m)","UKProdTO: 28 - Manufacture of machinery and equipment n.e.c. EXPORT (£m)","UKProdTO: 28 - Manufacture of machinery and equipment n.e.c. HOME (£m)","UKProdTO: 28 - Manufacture of machinery and equipment n.e.c. TOTAL (£m)","GBServTO: 86 - Human health services TOTAL (£m)","UKProdTO: 23.5-6 - Mfr cment/lime/plast; articles cncret/cement/plast HOME (£m)","UKProdTO: 23.5-6 - Mfr cment/lime/plast; articles cncret/cement/plast TOTAL (£m)","UKProdTO: 33.16 - Repair & maintenance of aircraft & spacecraft TOTAL (£m)","UKProdTO: 23.5-6 - Mfr cment/lime/plast; articles cncret/cment/plast EXPORT (£m)","UKProdTO: 23OTHER - Manuf glass clay porcelain ceramic stone prods EXPORT (£m)","UKProdTO: 33OTHER - Other repair; installation & maintenance EXPORT (£m)","UKProdTO: 23OTHER - Manuf glass clay porcelain ceramic stone prods HOME (£m)","UKProdTO: 38-39 - Waste cllectn/disposal, Remediation, oth waste mgmt TOTAL (£","GBServTO: 90 - Creative, arts and entertainment services TOTAL (£m)","GBServTO: 91 - Library, archive, museum and other cultural services TOTAL (£m)","GBServTO: 95 - Repair servs of computers/personal & household goods TOTAL (£m)","UKProdTO: 23OTHER - Manuf glass clay porcelain ceramic stone prods TOTAL (£m)","UKProdTO: 24.4-5 - Manufacture of other basic metals and casting EXPORT (£m)","UKProdTO: 24.4-5 - Manufacture of other basic metals and casting HOME (£m)","UKProdTO: 26 - Manuf of Computer, Electronic and Optical Products TOTAL (£m)","UKProdTO: 24.4-5 - Manufacture of other basic metals and casting TOTAL (£m)","UKProdTO: 33OTHER - Other repair; installation & maintenance HOME (£m)","GBServTO: 46 - Wholesale trade serv, except mtr vehicles/motorcycles TOTAL (£m","GBServTO: 52 - Warehousing and support services for transportation TOTAL (£m)","UKProdTO: 11.01-06+12 - Manufacture of alcoholic beverages and tobacco HOME (£m)","GBServTO: 56 - Food & beverage serving services TOTAL (£m)","GBServTO: 55 - Accommodation services TOTAL (£m)","UKProdTO: 10.6 - Manuf grain mill products, starches & starch products HOME (£","GBServTO: 49.3-5 - Land trnsprt/trnsprt via pipeline excl. rail trans TOTAL (£m)","UKProdTO: 10.4 - Manufacture of vegetable and animal oils and fats HOME (£m)","GBServTO: 58 - Publishing services TOTAL (£m)","GBServTO: 59 - Motion pic, vid/tv prod; sound recrdin/music publshing TOTAL (£","UKProdTO: 11.01-06+12 - Manuf of alcoholic beverages and tobacco EXPORT (£m)","UKProdTO: 11.01-06+12 - Manuf of alcoholic beverages and tobacco TOTAL (£m)","GBServTO: 60 - Programming & broadcasting services TOTAL (£m)","UKProdTO: 10.6 - Manuf grain mill prods, starches & starch products EXPORT (£m","GBServTO: 61 - Telecommunications services TOTAL (£m)","UKProdTO: 10.6 - Manuf grain mill prods, starches & starch products TOTAL (£m)","GBServTO: 62 - Computer programming, consultancy & related services TOTAL (£m)","UKProdTO: 25OTHER - Mfr fabricatd metal prods excl. weapons/ammuntion HOME (£m)","UKProdTO: 25OTHER - Mfr fabricatd metal prods excl. weapons/ammuntion TOTAL (£m)","GBServTO: 93 - Sporting services and amusement & recreation services TOTAL (£m)","UKProdTO: 25OTHER - Mfr fabricatd metal prods excl. weapns/ammuntion EXPORT (£m)","UKProdTO: 26 - Manuf of Computer, Electronic and Optical Products EXPORT (£m)","GBServTO: 96.01-03 - Other personal serv excl. phys wellbeing/other TOTAL (£m)","UKProdTO: 30.3 - Manuf of Air & spacecraft and related machinery EXPORT (£m)","UKProdTO: 30.3 - Manufacture of Air & spacecraft and related machinery HOME (£m)","UKProdTO: 26 - Manuf of Computer, Electronic and Optical Products HOME (£m)","UKProdTO: 30.3 - Manuf of Air & spacecraft and related machinery TOTAL (£m)","GBServTO: 45 - Wholesale/retail trade; repair mtr vehicles/mtorcycles TOTAL (£m)"
"2003","0.0","0.0","7709.5","0.0","7787.5","9226.6","7993.5","0.0","0.0","2459.0","206.0","6767.8","0.0","14815.1","1130.9","0.0","13684.2","0.0","75.9","8233.7","3643.0","2828.9","3718.9","0.0","20131.4","6229.7","27773.8","1143.2","20592.9","4291.6","11729.4","259.4","19996.0","883.7","10369.9","363.8","22777.1","7346.0","5255.5","23242.5","17582.1","346153.4","1034772.8","0.0","0.0","5049.0","0.0","6020.2","302.4","5717.9","13197.7","5507.1","13896.2","2069.0","698.5","866.6","470.2","904.5","2320.1","1634.7","2191.5","81.8","4260.4","388.3","1071.7","4435.4","2765.7","3186.5","1730.6","3670.1","1590.8","2870.7","26699.2","6884.3","0.0","1280.0","7372.4","14256.9","7410.4","14310.6","6900.1","19337.4","3409.1","15928.5","1859.1","4127.8","4781.6","5221.1","19067.1","7080.3","653.9","1151.0","16012.4","32447.4","468.4","682.7","48459.8","287.0","11062.7","6446.3","0.0","7975.4","6733.2","11905.9","1573.9","10332.0","10885.3","1505.1","1771.6","346.3","1112.0","266.9","1619.8","1966.4","9816.2","13236.6","23052.8","0.0","5442.9","5604.7","3365.2","161.9","1342.6","2889.1","5956.1","9933.1","5691.8","0.0","2916.4","7298.6","2417.1","4487.3","26927.3","6904.4","7996.1","392789.5","30262.0","0.0","47161.2","14359.9","0.0","30322.5","0.0","18016.3","12547.4","0.0","0.0","10638.5","0.0","50096.1","0.0","44661.5","19571.0","22191.5","0.0","2620.8","12003.1","4355.0","7780.9","4837.1","14924.2","12618.2","127241.1"
"2004","0.0","0.0","7688.8","0.0","8263.0","10263.8","8484.2","0.0","0.0","2530.4","221.6","7734.0","0.0","15387.3","1054.7","0.0","14332.6","0.0","52.6","8302.6","3449.1","3465.1","3501.7","0.0","19129.4","6557.0","29332.1","1310.5","21805.2","4420.9","13322.1","257.4","21811.8","1053.2","10917.3","375.7","25772.6","7313.1","5640.2","24464.7","20174.7","359627.8","1095231.9","0.0","0.0","4953.5","0.0","6869.7","546.5","6322.8","12807.9","5863.9","13459.0","2555.6","651.3","868.3","521.6","835.2","2597.5","1753.5","2715.7","121.0","5271.4","400.7","1327.9","4535.9","2565.6","3465.7","1861.4","3400.7","1674.7","3019.4","28111.9","7520.0","0.0","1344.5","7740.9","15260.6","7249.8","14264.0","7014.4","20799.2","4233.2","16565.9","1669.4","3727.4","4378.3","4534.0","18867.3","6203.4","650.9","763.6","16809.3","32951.8","336.4","427.1","49761.1","413.8","11768.0","6901.4","0.0","9890.4","7315.5","11426.9","1471.7","9955.4","11635.6","1857.6","2085.1","454.0","1215.9","227.2","1839.9","2293.7","10879.8","13697.0","24576.9","0.0","5919.4","6116.4","3615.0","196.8","1227.9","3175.6","6002.8","11000.3","6017.8","0.0","2933.7","7230.6","2476.2","4856.3","27306.2","7332.4","8459.9","412807.9","33209.8","0.0","49042.7","15702.8","0.0","32788.6","0.0","19849.2","13002.7","0.0","0.0","10879.0","0.0","52566.1","0.0","48079.1","20702.6","23474.5","0.0","2771.6","12257.7","4713.6","8342.7","5170.9","15048.3","13513.6","133421.3"
"2005","0.0","0.0","7534.4","0.0","8257.0","9601.1","8488.6","0.0","0.0","2519.4","231.6","7081.6","0.0","16262.7","1137.4","0.0","15125.2","0.0","31.3","8247.6","3313.5","3847.3","3344.5","0.0","21490.0","7243.2","34007.4","1251.1","22655.2","5624.7","14255.3","278.1","24290.3","972.6","12517.9","308.4","26373.6","7226.3","6618.9","27986.9","19573.8","366299.6","1194005.5","0.0","0.0","5508.4","0.0","7101.9","669.6","6432.2","13265.7","5730.7","14198.3","3335.6","932.4","943.4","625.6","951.0","2787.7","1779.4","3336.0","135.9","6671.3","489.7","1108.0","4622.6","2548.2","3731.1","2007.5","3499.2","1570.6","2546.6","34259.4","7720.6","0.0","975.7","8196.8","15917.3","8253.2","14993.2","6740.0","20969.2","4755.3","16213.9","1801.9","4149.4","4594.2","4324.5","18941.1","6126.3","444.8","643.9","17001.9","33422.3","279.8","364.1","50424.3","253.4","12095.1","7342.8","0.0","11242.1","7596.2","11244.6","1585.0","9659.5","11494.4","1803.7","2374.0","502.0","1372.3","570.6","2148.1","2650.0","11175.5","14466.3","25641.9","0.0","6052.1","6272.8","3786.9","220.8","1392.2","3424.0","6122.3","12326.4","5858.6","0.0","2711.1","7514.3","2856.2","5143.6","23476.8","7999.8","8070.0","472401.4","37336.2","0.0","51375.8","16876.9","0.0","33604.3","0.0","18810.7","12952.6","0.0","0.0","9949.5","0.0","55615.2","0.0","51013.4","22656.9","25829.4","0.0","3172.3","9562.5","4990.5","8438.4","5629.5","13914.4","14067.9","133428.5"
"2006","0.0","0.0","7676.7","0.0","7754.5","9025.9","7977.2","0.0","0.0","2542.3","222.7","6483.5","0.0","16473.5","1245.7","0.0","15227.8","0.0","46.6","8888.0","3761.2","4132.8","3807.8","0.0","23684.5","7736.0","37933.4","987.3","23104.0","6195.3","16880.2","303.8","28388.2","683.4","12201.5","454.1","32166.6","7222.4","7227.4","26560.6","19312.6","372547.4","1297630.1","0.0","0.0","5976.8","0.0","7930.1","464.4","7465.9","13222.3","5948.7","14272.0","3191.1","1049.5","936.7","635.7","1254.5","2898.9","1993.3","2701.0","142.2","5891.9","493.5","1178.2","4770.2","2449.0","3835.6","2605.1","3703.4","1551.4","2528.9","36830.2","7676.0","0.0","977.3","6157.1","13833.1","7354.2","15442.0","8087.5","21716.7","4763.5","16953.5","1610.8","3658.7","4031.9","4428.9","20537.3","6040.0","373.4","647.1","15966.6","32627.6","251.1","395.9","48594.2","278.7","13020.9","6736.2","0.0","12973.2","7014.8","10768.1","1433.7","9334.7","11328.6","2020.2","2495.1","529.9","1495.9","474.7","2173.4","2703.1","12361.7","14962.2","27324.0","0.0","6547.6","6810.1","4598.3","262.8","1271.6","3554.7","6650.5","13463.5","5675.7","0.0","2542.4","7922.1","3360.3","5818.2","23378.6","9178.5","7773.9","539208.6","39934.9","0.0","55824.7","17706.8","0.0","35589.8","0.0","19815.3","11572.3","0.0","0.0","7837.7","0.0","55929.7","0.0","54558.0","23616.5","28068.8","0.0","4452.2","10149.2","5216.4","9450.1","7487.0","13229.0","16937.1","134487.3"
"2007","0.0","0.0","8214.6","0.0","8027.4","10745.5","8294.3","0.0","0.0","3164.7","266.9","7580.9","0.0","15516.1","1148.3","0.0","14367.6","0.0","44.7","9183.3","3752.1","4380.8","3796.7","0.0","25643.5","8789.4","41352.0","1050.4","25106.8","5977.1","17117.5","350.8","34860.1","699.5","14357.3","433.1","35259.4","7781.7","7820.8","31675.2","23098.1","394116.0","1410306.2","0.0","0.0","5836.2","0.0","7766.3","526.6","7239.7","13207.2","5808.8","13992.6","2557.0","785.5","1015.0","667.3","869.6","3315.2","1870.2","2588.7","192.9","5145.6","474.7","1301.9","4506.9","2904.6","4330.4","2651.1","3774.3","1412.5","2331.4","40461.0","11329.5","0.0","918.7","9690.3","21019.7","6906.0","14894.0","7987.5","22151.7","4749.3","17402.6","1532.3","3236.9","3705.7","4133.1","21463.0","5665.5","468.8","621.2","16544.0","35297.3","244.7","376.5","51841.3","375.6","13564.1","8795.7","0.0","14060.1","9171.2","10870.1","1481.3","9389.0","12170.6","2333.2","2789.2","653.9","1628.4","456.1","2212.7","2866.6","13193.3","16303.2","29496.7","0.0","7741.5","7965.4","4521.5","223.9","1485.2","3827.0","6958.6","15857.3","6227.5","0.0","2696.2","8443.9","3218.3","6498.8","22480.5","9717.3","8343.7","588391.1","46063.3","0.0","55677.8","19078.0","0.0","37511.2","0.0","19915.0","12128.4","0.0","0.0","7846.7","0.0","60236.8","0.0","60724.0","27060.8","32039.6","0.0","4978.6","10193.5","5473.3","8893.1","7793.7","12287.0","16686.6","141296.6"
"2008","0.0","0.0","7906.6","0.0","8656.5","9735.9","8920.7","0.0","0.0","2747.2","264.3","6988.6","0.0","15393.7","1291.5","0.0","14102.4","0.0","61.8","9012.8","3916.2","4674.5","3978.0","0.0","25702.8","8903.3","44876.5","1414.7","25630.5","5705.4","16591.0","451.5","41457.0","963.1","14340.6","530.2","35069.8","7376.3","7495.5","31080.2","24348.6","401830.6","1563152.1","0.0","0.0","4786.7","0.0","8513.1","515.9","7997.2","12755.5","6133.0","13729.1","2909.2","973.5","1256.0","702.1","890.7","3571.8","1983.6","2455.2","161.5","5364.2","540.9","1164.5","4968.8","3073.0","4827.8","2685.7","3963.6","1742.4","2663.7","44065.1","13233.1","0.0","921.3","12913.6","26146.9","5876.5","15222.5","9345.8","21928.4","4856.7","17071.8","1822.2","2977.7","3527.3","4104.0","21359.4","5926.0","549.7","716.7","17806.1","33482.0","293.8","422.9","51288.0","356.5","13686.9","6487.4","0.0","14714.6","6843.8","11184.4","1844.0","9340.3","13046.4","2467.7","2899.9","744.1","1693.4","432.0","2393.9","3137.8","15208.9","16901.6","32110.5","0.0","7847.3","8101.8","4669.4","254.5","1584.9","4150.9","6204.2","17376.2","6124.6","0.0","2612.3","7789.1","3188.0","6699.6","21657.6","9887.6","8895.6","720058.1","43704.8","0.0","57542.4","19963.5","0.0","40155.0","0.0","20500.9","13246.3","0.0","0.0","8237.9","0.0","61312.5","0.0","66198.1","27246.6","31628.1","0.0","4381.3","9232.5","5792.1","9433.0","7751.2","12425.1","17184.1","136363.0"
"2009","0.0","0.0","7068.6","0.0","8962.7","9121.0","9261.5","0.0","0.0","2954.5","298.8","6166.4","0.0","16436.4","1429.2","0.0","15007.4","0.0","68.8","7614.9","4264.4","3214.2","4332.9","0.0","24379.8","8108.0","42217.2","1536.4","20963.8","6019.1","16497.2","448.1","36975.7","1088.1","13096.2","432.4","28273.8","6636.1","7311.0","29175.0","24704.9","357023.3","1436292.0","0.0","0.0","3254.0","0.0","7862.1","541.6","7320.4","10992.6","6110.9","12024.8","3107.9","1023.5","1197.0","585.4","824.0","3319.0","1743.7","2638.2","119.7","5746.1","465.7","1148.6","4962.4","2432.9","4516.2","3239.9","3256.7","1549.3","2387.0","45462.1","9665.7","0.0","837.8","9025.0","18690.6","6198.7","16845.8","10647.2","19827.6","4466.3","15362.8","1365.9","2494.0","3005.4","4196.2","17624.5","5562.3","511.4","662.5","13322.0","24842.4","293.4","369.2","38164.7","402.6","10829.2","6096.5","0.0","13573.2","6499.4","10366.3","1742.9","8623.3","11350.2","2518.7","3043.1","713.7","1730.2","524.6","2538.0","3251.6","12104.4","13571.7","25676.6","0.0","6920.2","7067.6","4983.7","147.3","1274.6","3444.8","5233.1","15110.5","6195.3","0.0","3091.9","6508.3","2428.6","5428.4","21597.3","7857.1","7906.6","651270.0","38964.8","0.0","51491.5","18516.6","0.0","36187.4","0.0","18507.2","12832.6","0.0","0.0","7868.6","0.0","62783.8","0.0","63495.2","21634.8","25399.4","0.0","3765.2","10365.3","5605.8","9444.8","10143.5","11232.6","19588.0","125099.8"
"2010","626.5","7365.3","6997.6","0.0","8961.9","8781.8","9368.5","527.1","7991.8","2307.3","406.6","6474.5","0.0","17690.1","1538.1","5689.0","16152.0","6216.1","68.4","8380.4","3813.6","4984.1","3882.0","7516.5","25603.7","9165.5","41374.3","2174.0","23667.0","7099.4","18854.9","593.2","31599.0","1580.8","12850.8","369.1","31435.4","6628.5","7052.6","34209.7","21260.5","438666.7","1576751.1","987.1","13919.3","3662.0","14906.4","8740.7","901.2","7839.5","10633.4","4268.2","11805.8","2885.1","1172.4","1457.1","388.9","1123.5","3385.2","1810.4","2273.7","38.8","5158.8","350.1","1055.3","3212.9","2560.6","4842.3","1417.4","3684.1","1286.5","2141.6","41968.1","12752.5","0.0","855.1","9873.5","22626.0","7615.4","18195.5","10580.1","20054.8","4343.8","15711.0","1491.3","2617.0","3036.5","3900.9","20638.7","5392.2","419.5","818.8","20255.9","25810.0","428.3","390.5","46065.9","230.0","13364.5","6727.7","1170.3","16744.3","6957.7","10857.6","1728.4","9129.2","9068.2","2198.1","2409.6","1017.2","1723.3","211.5","3189.5","4206.7","16743.0","17673.8","34416.8","9871.1","6812.3","7033.8","3227.8","221.5","1435.0","2052.7","5185.6","16828.5","6875.1","740.8","2952.7","6620.6","2629.7","6743.4","20842.3","9373.1","7015.5","741402.4","44389.4","20789.1","52140.9","17661.7","0.0","35002.0","0.0","18612.8","13539.2","3416.8","24206.0","9682.1","0.0","65564.4","0.0","63308.5","22994.4","28280.1","7514.2","5285.7","10282.5","5659.4","11873.0","10700.5","10559.8","22573.5","129623.7"
"2011","768.3","7750.5","7306.5","0.0","9908.3","9382.2","10392.3","452.6","8518.8","3274.5","484.0","6107.7","0.0","16997.4","1584.0","6699.2","15413.4","7151.8","164.8","7849.3","3725.3","5054.6","3890.1","14803.6","26030.9","9154.4","43357.7","2032.8","27772.3","6828.0","22073.3","504.7","36522.2","1528.1","15705.9","423.0","35820.9","6883.5","7670.8","33804.1","22286.5","462912.1","1696699.2","1134.2","14379.0","3959.4","15513.2","9745.0","627.9","9117.1","10725.2","5410.4","11507.4","3198.2","782.2","1548.8","464.0","914.1","3664.4","2030.6","2609.2","64.7","5807.4","399.3","1182.0","4228.4","2996.4","5213.2","1535.8","3910.5","1497.7","2153.2","38068.6","14587.5","0.0","655.5","14811.3","29398.8","6506.4","16293.0","9786.6","21533.7","5278.2","16255.5","1568.5","2555.8","3186.3","3945.9","21744.8","5514.4","630.5","1036.4","25498.3","27440.7","595.1","441.3","52939.0","460.6","12903.9","6796.3","2416.2","16284.0","7256.9","10872.1","1673.3","9198.8","9545.5","2182.2","2657.6","899.6","2614.1","475.4","3508.0","4407.6","18678.3","19525.0","38203.3","23610.3","6827.1","7023.3","3566.4","196.2","1587.5","1892.5","5425.9","18881.5","7594.9","1444.6","3391.4","7013.4","3130.9","4957.3","20476.2","8088.2","7653.0","795777.1","45855.9","22870.3","53754.5","19193.0","0.0","36161.0","0.0","19910.4","14887.9","4010.4","26880.7","11182.7","0.0","66537.5","0.0","63976.5","24442.4","29498.3","18134.7","5055.9","10757.1","5741.7","12067.0","7154.3","9719.1","19221.3","129200.9"
"2012","613.0","8167.8","6722.5","0.0","10041.9","8784.8","10530.4","457.6","8780.8","2495.5","488.5","6289.3","0.0","16259.8","1848.4","6556.2","14411.4","7013.8","130.2","9017.2","3762.4","5338.7","3892.6","15036.9","26438.2","10085.6","47511.2","2162.2","26267.9","7430.8","21015.7","501.3","42688.4","1660.9","14711.5","447.1","37617.2","6275.4","8014.5","38693.7","25660.5","448773.6","1761293.5","907.7","14603.2","4054.5","15510.9","10208.7","685.0","9523.7","9930.4","6535.1","10424.8","3090.1","494.4","1607.1","602.4","1113.5","3600.6","2133.1","2475.3","68.6","5565.4","533.8","1207.9","5327.2","2408.1","5207.7","1413.0","3521.6","1371.1","2244.2","44097.6","7482.5","0.0","873.1","6511.0","13993.5","6560.6","15374.9","8814.3","22106.5","4975.6","17130.9","1518.0","2587.5","3149.1","4077.4","26124.7","5595.4","561.6","926.1","24656.1","30113.1","411.5","514.6","54769.2","311.8","14355.9","6588.6","2798.8","17552.5","6900.4","10885.5","1674.3","9211.2","9231.8","2293.2","3034.3","989.3","1774.1","741.1","3798.3","4787.6","18709.7","20472.9","39182.6","26689.1","5977.9","6156.4","3546.1","178.5","1279.6","1510.1","4993.3","18766.5","8326.7","1535.2","3389.3","6272.9","3126.5","4755.2","20543.6","7881.7","7721.7","812112.3","49186.2","20177.3","55722.5","19237.6","0.0","36115.9","0.0","19358.1","15434.5","4021.0","24198.3","11181.9","0.0","63288.8","0.0","67706.2","24938.1","30281.3","21193.7","5343.2","10326.1","5628.7","13053.4","8579.4","10217.5","21632.8","133441.1"
