"Title","UKProdTO: 10.5 - Manufacture of dairy products EXPORT (£m)","UKProdTO: 10.5 - Manufacture of dairy products HOME (£m)","UKProdTO: 31 - Manufacture of Furniture TOTAL (£m)","UKProdTO: 10.4 - Manufacture of vegetable and animal oils and fats EXPORT (£m)","UKProdTO: 10.7 - Manufacture of bakery and farinaceous products HOME (£m)","UKProdTO: 32 - Other manufactured goods TOTAL (£m)","UKProdTO: 10.7 - Manufacture of bakery and farinaceous products TOTAL (£m)","UKProdTO: 10.9 - Manufacture of prepared animal feeds EXPORT (£m)","UKProdTO: 10.5 - Manufacture of dairy products TOTAL (£m)","UKProdTO: 32 - Other manufactured goods EXPORT (£m)","UKProdTO: 10.7 - Manufacture of bakery and farinaceous products EXPORT (£m)","UKProdTO: 32 - Other manufactured goods HOME (£m)","UKProdTO: 10.4 - Manufacture of vegetable and animal oils and fats TOTAL (£m)","UKProdTO: 10.8 - Manufacture of other food products TOTAL (£m)","UKProdTO: 10.8 - Manufacture of other food products EXPORT (£m)","UKProdTO: 10.9 - Manufacture of prepared animal feeds HOME (£m)","UKProdTO: 10.8 - Manufacture of other food products HOME (£m)","UKProdTO: 10.9 - Manufacture of prepared animal feeds TOTAL (£m)","UKProdTO: 11.07 - Mfr soft drinks: prodn mineral/other bottled water EXPORT (£m)","UKProdTO: 27 - Manufacture of Electrical Equipment HOME (£m)","UKProdTO: 11.07 - Manuf soft drinks: prodn mineral/other bottled water HOME (£m)","UKProdTO: 27 - Manufacture of Electrical Equipment EXPORT (£m)","UKProdTO: 11.07 - Mfr soft drinks: prodn mineral/other bottled water TOTAL (£m)","GBServTO: 68.3 - Real estate activities on a fee or contract basis TOTAL (£m)","GBServTO: 69.1 - Legal activities TOTAL (£m)","GBServTO: 63 - Information services TOTAL (£m)","GBServTO: 71 - Architcture/engineerng serv; technical testng/analysis TOTAL (£m)","UKProdTO: 30OTHER - Manufacture of other transport equipment TOTAL (£m)","GBServTO: 73 - Advertising & market research services TOTAL (£m)","GBServTO: 80 - Security & investigation services TOTAL (£m)","GBServTO: 69.2 - Accountng bookkeepng auditing activ: tax consultancy TOTAL (£m)","UKProdTO: 30OTHER - Manufacture of other transport equipment EXPORT (£m)","GBServTO: 70.2 - Management consulting services TOTAL (£m)","UKProdTO: 30OTHER - Manufacture of other transport equipment HOME (£m)","GBServTO: 74 - Other professional, scientific and technical services TOTAL (£m","UKProdTO: 31 - Manufacture of Furniture EXPORT (£m)","GBServTO: 78 - Employment services TOTAL (£m)","UKProdTO: 31 - Manufacture of Furniture HOME (£m)","GBServTO: 81.2 - Cleaning activities TOTAL (£m)","GBServTO: 82 - Office admin, office support & other business support TOTAL (£m","GBServTO: 79 - Travel agency, tour operator/oth reservation services TOTAL (£m","UKManufTO: 10-33 - UK Manufacturing TOTAL (£m)","GBServTO: 45-96 - GB Services TOTAL (£m)","UKProdTO: 10.1 - Processing/preserving meat, prodn of meat products EXPORT (£m","UKProdTO: 10.1 - Processing/preserving of meat, prodn of meat products HOME (£","UKProdTO: 07-08 - Other mining & quarrying TOTAL (£m)","UKProdTO: 10.1 - Processing/preserving meat, prodn of meat products TOTAL (£m)","UKProdTO: 10.2-3 - Prcessin/preserv fish crustacean mollusc fruit veg TOTAL (£m)","UKProdTO: 10.2-3 - Process/preserv fish crustacean mollusc fruit veg EXPORT (£m)","UKProdTO: 10.2-3 - Prcessng/preserv fish crustacean mollusc fruit veg HOME (£m)","UKProdTO: 18 - Printing & reproduction of recorded media HOME (£m)","UKProdTO: 20.4 - Manuf soap/detergents, cleaning/polishing, perfume TOTAL (£m)","UKProdTO: 18 - Printing & reproduction of recorded media TOTAL (£m)","UKProdTO: 20.5 - Manufacture of other chemical products EXPORT (£m)","UKProdTO: 18 - Printing & reproduction of recorded media EXPORT (£m)","UKProdTO: 20A - Manuf industrial gases, inorganics & fertilisers EXPORT (£m)","UKProdTO: 33.15 - Repair & maintenance of ships and boats TOTAL (£m)","UKProdTO: 20.3 - Mfr paint varnish & similar, printing ink & mastics EXPORT (£","UKProdTO: 20A - Manuf industrial gases, inorganics & fertilisers HOME (£m)","UKProdTO: 33.16 - Repair & maintenance of aircraft & spacecraft EXPORT (£m)","UKProdTO: 20.5 - Manufacture of other chemical products HOME (£m)","UKProdTO: 33.15 - Repair & maintenance of ships and boats EXPORT (£m)","UKProdTO: 20.5 - Manufacture of other chemical products TOTAL (£m)","UKProdTO: 33.15 - Repair & maintenance of ships and boats HOME (£m)","UKProdTO: 20.4 - Manuf soap/detergents, cleaning/polishing, perfume EXPORT (£m","UKProdTO: 20.4 - Manuf of soap/detergents, cleaning/polishing, perfume HOME (£","UKProdTO: 20.3 - Manuf paint varnish & similar, printing ink & mastics HOME (£","UKProdTO: 20A - Manuf industrial gases, inorganics & fertilisers TOTAL (£m)","UKProdTO: 33.16 - Repair & maintenance of aircraft & spacecraft HOME (£m)","UKProdTO: 20.3 - Mfr paint varnish & similar, printing ink & mastics TOTAL (£m","UKProdTO: 20C - Manufacture of dyestuffs, agro-chemicals EXPORT (£m)","UKProdTO: 20C - Manufacture of dyestuffs, agro-chemicals TOTAL (£m)","GBServTO: 85.32-60 - Techncal/vocational/secndry/higher/oth education TOTAL (£m)","UKProdTO: 20B - Manufacture of petrochemicals EXPORT (£m)","GBServTO: 53 - Postal and courier services TOTAL (£m)","UKProdTO: 20C - Manufacture of dyestuffs, agro-chemicals HOME (£m)","UKProdTO: 20B - Manufacture of petrochemicals HOME (£m)","UKProdTO: 20B - Manufacture of petrochemicals TOTAL (£m)","UKProdTO: 21 - Manuf of Basic Pharmaceutical Products & Preparations HOME (£m)","UKProdTO: 21 - Manuf of Basic Pharmaceutical Products & Preparations TOTAL (£m)","UKProdTO: 21 - Manuf of Basic Pharmaceutical Products & Preparations EXPORT (£m)","UKProdTO: 22 - Manufacture of Rubber and Plastic Products TOTAL (£m)","UKProdTO: 22 - Manufacture of Rubber and Plastic Products EXPORT (£m)","UKProdTO: 22 - Manufacture of Rubber and Plastic Products HOME (£m)","UKProdTO: 13 - Manufacture of textiles EXPORT (£m)","UKProdTO: 14 - Manufacture of wearing apparel HOME (£m)","UKProdTO: 14 - Manufacture of wearing apparel TOTAL (£m)","UKProdTO: 13 - Manufacture of textiles HOME (£m)","GBServTO: 77 - Rental & leasing services TOTAL (£m)","UKProdTO: 13 - Manufacture of textiles TOTAL (£m)","UKProdTO: 14 - Manufacture of wearing apparel EXPORT (£m)","UKProdTO: 15 - Manufacture of Leather and related products TOTAL (£m)","UKProdTO: 29 - Manuf of Motor vehicles, trailers & semi trailers EXPORT (£m)","UKProdTO: 29 - Manufacture of Motor vehicles, trailers & semi trailers HOME (£","UKProdTO: 15 - Manufacture of Leather and related products EXPORT (£m)","UKProdTO: 15 - Manufacture of Leather and related products HOME (£m)","UKProdTO: 29 - Manuf of Motor vehicles, trailers & semi trailers TOTAL (£m)","UKProdTO: 16 - Mfr Wood/cork prods excl. frniture; articles of straw EXPORT (£m)","UKProdTO: 27 - Manufacture of Electrical Equipment TOTAL (£m)","UKProdTO: 16 - Mfr Wood/cork prods excl. furniture; articles of straw HOME (£m)","GBServTO: 75 - Veterinary activities TOTAL (£m)","GBServTO: 72 - Scientific research & development services TOTAL (£m)","UKProdTO: 16 - Mfr Wood/cork prods excl. furniture; articles of straw TOTAL (£m)","UKProdTO: 17 - Manufacture of Paper & paper products TOTAL (£m)","UKProdTO: 17 - Manufacture of Paper & paper products EXPORT (£m)","UKProdTO: 17 - Manufacture of Paper & paper products HOME (£m)","UKProdTO: 33OTHER - Other repair; installation & maintenance TOTAL (£m)","UKProdTO: 25.4 - Manufacture of weapons and ammunition HOME (£m)","UKProdTO: 25.4 - Manufacture of weapons and ammunition TOTAL (£m)","UKProdTO: 30.1 - Building of ships and boats EXPORT (£m)","UKProdTO: 37 - Sewerage services; sewage sludge TOTAL (£m)","UKProdTO: 25.4 - Manufacture of weapons and ammunition EXPORT (£m)","UKProdTO: 30.1 - Building of ships and boats HOME (£m)","UKProdTO: 30.1 - Building of ships and boats TOTAL (£m)","UKProdTO: 28 - Manufacture of machinery and equipment n.e.c. EXPORT (£m)","UKProdTO: 28 - Manufacture of machinery and equipment n.e.c. HOME (£m)","UKProdTO: 28 - Manufacture of machinery and equipment n.e.c. TOTAL (£m)","GBServTO: 86 - Human health services TOTAL (£m)","UKProdTO: 23.5-6 - Mfr cment/lime/plast; articles cncret/cement/plast HOME (£m)","UKProdTO: 23.5-6 - Mfr cment/lime/plast; articles cncret/cement/plast TOTAL (£m)","UKProdTO: 33.16 - Repair & maintenance of aircraft & spacecraft TOTAL (£m)","UKProdTO: 23.5-6 - Mfr cment/lime/plast; articles cncret/cment/plast EXPORT (£m)","UKProdTO: 23OTHER - Manuf glass clay porcelain ceramic stone prods EXPORT (£m)","UKProdTO: 33OTHER - Other repair; installation & maintenance EXPORT (£m)","UKProdTO: 23OTHER - Manuf glass clay porcelain ceramic stone prods HOME (£m)","UKProdTO: 38-39 - Waste cllectn/disposal, Remediation, oth waste mgmt TOTAL (£","GBServTO: 90 - Creative, arts and entertainment services TOTAL (£m)","GBServTO: 91 - Library, archive, museum and other cultural services TOTAL (£m)","GBServTO: 95 - Repair servs of computers/personal & household goods TOTAL (£m)","UKProdTO: 23OTHER - Manuf glass clay porcelain ceramic stone prods TOTAL (£m)","UKProdTO: 24.4-5 - Manufacture of other basic metals and casting EXPORT (£m)","UKProdTO: 24.4-5 - Manufacture of other basic metals and casting HOME (£m)","UKProdTO: 26 - Manuf of Computer, Electronic and Optical Products TOTAL (£m)","UKProdTO: 24.4-5 - Manufacture of other basic metals and casting TOTAL (£m)","UKProdTO: 33OTHER - Other repair; installation & maintenance HOME (£m)","GBServTO: 46 - Wholesale trade serv, except mtr vehicles/motorcycles TOTAL (£m","GBServTO: 52 - Warehousing and support services for transportation TOTAL (£m)","UKProdTO: 11.01-06+12 - Manufacture of alcoholic beverages and tobacco HOME (£m)","GBServTO: 56 - Food & beverage serving services TOTAL (£m)","GBServTO: 55 - Accommodation services TOTAL (£m)","UKProdTO: 10.6 - Manuf grain mill products, starches & starch products HOME (£","GBServTO: 49.3-5 - Land trnsprt/trnsprt via pipeline excl. rail trans TOTAL (£m)","UKProdTO: 10.4 - Manufacture of vegetable and animal oils and fats HOME (£m)","GBServTO: 58 - Publishing services TOTAL (£m)","GBServTO: 59 - Motion pic, vid/tv prod; sound recrdin/music publshing TOTAL (£","UKProdTO: 11.01-06+12 - Manuf of alcoholic beverages and tobacco EXPORT (£m)","UKProdTO: 11.01-06+12 - Manuf of alcoholic beverages and tobacco TOTAL (£m)","GBServTO: 60 - Programming & broadcasting services TOTAL (£m)","UKProdTO: 10.6 - Manuf grain mill prods, starches & starch products EXPORT (£m","GBServTO: 61 - Telecommunications services TOTAL (£m)","UKProdTO: 10.6 - Manuf grain mill prods, starches & starch products TOTAL (£m)","GBServTO: 62 - Computer programming, consultancy & related services TOTAL (£m)","UKProdTO: 25OTHER - Mfr fabricatd metal prods excl. weapons/ammuntion HOME (£m)","UKProdTO: 25OTHER - Mfr fabricatd metal prods excl. weapons/ammuntion TOTAL (£m)","GBServTO: 93 - Sporting services and amusement & recreation services TOTAL (£m)","UKProdTO: 25OTHER - Mfr fabricatd metal prods excl. weapns/ammuntion EXPORT (£m)","UKProdTO: 26 - Manuf of Computer, Electronic and Optical Products EXPORT (£m)","GBServTO: 96.01-03 - Other personal serv excl. phys wellbeing/other TOTAL (£m)","UKProdTO: 30.3 - Manuf of Air & spacecraft and related machinery EXPORT (£m)","UKProdTO: 30.3 - Manufacture of Air & spacecraft and related machinery HOME (£m)","UKProdTO: 26 - Manuf of Computer, Electronic and Optical Products HOME (£m)","UKProdTO: 30.3 - Manuf of Air & spacecraft and related machinery TOTAL (£m)","GBServTO: 45 - Wholesale/retail trade; repair mtr vehicles/mtorcycles TOTAL (£m)"
"1999 Q2","0.0","0.0","1834.1","0.0","1870.3","1765.7","1924.9","0.0","0.0","537.9","54.6","1227.8","0.0","2917.0","229.4","0.0","2687.6","0.0","36.1","2016.3","865.3","757.3","901.4","0.0","3148.2","1070.3","5898.7","159.1","4363.3","0.0","2520.4","44.6","0.0","114.5","2146.5","105.2","0.0","1728.9","0.0","0.0","0.0","88023.0","120892.0","0.0","0.0","929.6","0.0","1431.7","107.0","1324.8","3427.4","1447.2","3546.3","787.3","119.0","217.7","142.8","201.3","638.2","380.3","600.2","33.1","1387.5","109.7","435.5","1011.7","681.7","855.9","520.1","883.0","580.5","846.0","5627.6","1231.5","0.0","265.5","1384.3","2615.8","1242.2","2466.9","1224.9","4652.4","1031.3","3621.1","583.2","1390.7","1568.8","1496.2","0.0","2079.6","178.0","354.0","4265.6","8502.6","88.3","265.7","12768.3","63.7","2773.6","1379.1","0.0","0.0","1442.8","2792.9","403.3","2389.7","3306.3","271.6","345.8","94.3","0.0","74.2","479.2","573.4","2655.2","3576.4","6231.6","0.0","1251.1","1302.6","900.4","51.5","348.8","1092.6","1411.0","1661.1","1175.7","0.0","767.0","1759.8","583.6","1408.9","9246.1","1992.5","2213.8","58303.7","5563.5","0.0","0.0","3247.8","0.0","4870.4","0.0","3667.4","1611.8","0.0","0.0","1260.2","0.0","8525.2","0.0","7124.3","4738.9","5457.4","0.0","718.5","4858.8","0.0","1804.8","1544.2","4387.5","3348.9","0.0"
"1999 Q3","0.0","0.0","1943.6","0.0","1978.5","1943.6","2040.0","0.0","0.0","542.9","61.4","1400.6","0.0","2997.4","256.7","0.0","2740.6","0.0","30.9","2108.5","899.6","778.1","930.5","0.0","3234.0","1319.0","5998.1","142.6","4438.9","0.0","2798.0","35.0","0.0","107.6","2204.1","83.6","0.0","1860.2","0.0","0.0","0.0","88153.8","130693.2","0.0","0.0","983.7","0.0","1468.9","109.8","1359.0","3639.0","1618.1","3781.6","787.5","142.6","219.2","147.0","202.8","613.7","332.1","594.3","51.1","1381.8","95.9","527.4","1090.7","735.9","832.9","521.8","938.6","456.2","644.8","6648.8","1244.7","0.0","188.4","1469.6","2714.2","1242.1","2523.0","1280.9","4683.2","956.4","3726.7","554.1","1480.2","1755.3","1405.0","0.0","1959.0","275.2","381.8","3766.7","7617.6","112.1","269.7","11384.2","71.7","2886.6","1347.2","0.0","0.0","1418.9","2889.6","417.9","2471.6","3563.0","316.3","365.4","131.3","0.0","49.0","454.4","585.7","2483.2","3723.7","6206.9","0.0","1298.2","1350.6","853.8","52.5","325.5","1136.8","1407.0","1683.4","1111.9","0.0","769.9","1732.4","577.9","1412.1","9231.7","1990.1","2426.3","62587.6","6141.7","0.0","0.0","3724.1","0.0","5304.3","0.0","3818.2","2097.1","0.0","0.0","2044.9","0.0","8764.0","0.0","7688.6","5021.4","5691.8","0.0","670.4","4705.5","0.0","1576.0","1599.3","4526.2","3175.2","0.0"
"1999 Q4","0.0","0.0","1905.9","0.0","2191.8","1890.4","2262.2","0.0","0.0","570.2","70.3","1320.2","0.0","3771.5","288.2","0.0","3483.2","0.0","25.7","2239.9","779.6","866.8","805.2","0.0","3430.4","1238.7","6080.8","157.4","4978.6","0.0","2693.0","42.1","0.0","115.4","2433.5","82.0","0.0","1824.0","0.0","0.0","0.0","93386.0","136301.7","0.0","0.0","938.6","0.0","1496.2","95.9","1400.2","3725.3","1671.1","3877.0","765.2","151.7","201.2","183.9","192.4","595.7","404.6","525.3","97.5","1290.5","86.3","491.6","1179.4","683.8","796.9","620.5","876.2","536.8","714.5","6886.4","1408.9","0.0","177.5","1516.0","2924.9","1437.6","2730.0","1292.4","4596.5","912.6","3683.9","558.6","1664.3","1895.5","1503.0","0.0","2061.7","231.1","389.2","4272.0","8754.5","97.4","291.6","13026.6","86.8","3106.6","1197.1","0.0","0.0","1284.1","2940.4","393.5","2546.9","3830.1","416.9","524.0","229.0","0.0","107.2","467.7","696.6","2544.1","3563.7","6107.9","0.0","1070.2","1115.5","1025.0","45.4","338.9","1282.2","1396.9","1823.0","1219.1","0.0","787.8","1735.8","637.2","1425.8","10221.6","2063.1","2547.9","66502.8","6308.5","0.0","0.0","3092.8","0.0","5185.2","0.0","3881.1","2228.8","0.0","0.0","2052.3","0.0","9098.6","0.0","8203.3","4925.5","5610.3","0.0","684.7","5441.5","0.0","1918.6","1882.8","4780.2","3801.6","0.0"
"2000 Q1","0.0","0.0","1954.1","0.0","1929.3","1864.9","1990.4","0.0","0.0","545.8","61.1","1319.2","0.0","3213.7","225.9","0.0","2987.7","0.0","27.7","2225.5","652.7","833.3","680.4","0.0","3600.1","1257.0","5306.0","188.6","4883.5","743.7","2862.3","45.7","3593.1","142.9","1869.6","100.2","4796.2","1853.8","911.5","3563.8","3130.1","91233.0","218111.2","0.0","0.0","991.8","0.0","1300.2","94.4","1205.8","3269.4","1423.8","3407.8","816.8","138.4","211.8","152.6","185.0","696.9","330.7","507.6","46.0","1324.4","106.6","412.6","1011.3","796.9","908.7","475.6","981.8","629.4","892.7","7091.3","1450.2","0.0","263.3","1585.9","3036.2","1295.1","2609.5","1314.3","4785.1","984.5","3800.6","505.6","1413.0","1600.5","1533.6","3957.1","2039.1","187.6","385.8","4506.1","9136.3","112.9","272.8","13642.4","77.7","3058.8","1143.6","0.0","0.0","1221.3","2910.8","425.6","2485.2","3827.5","309.9","347.7","125.9","0.0","37.8","468.4","594.1","2525.3","3500.8","6026.1","0.0","1158.1","1202.8","806.3","44.7","337.1","1264.4","1374.3","1886.2","1168.7","0.0","948.7","1711.3","715.3","1473.8","9966.5","2189.3","2563.1","90457.6","5962.9","0.0","9300.3","2642.6","0.0","6507.2","0.0","3888.7","2196.0","0.0","0.0","2238.1","0.0","9712.6","0.0","8447.8","5288.1","5958.0","0.0","669.9","5057.1","0.0","1574.2","1455.9","4909.3","3030.1","27074.7"
"2000 Q2","0.0","0.0","1816.1","0.0","1922.0","1980.1","1978.3","0.0","0.0","498.0","56.3","1482.2","0.0","3009.3","242.6","0.0","2766.9","0.0","25.4","2137.6","855.4","850.2","880.8","0.0","3685.5","1438.3","5984.6","232.5","5346.3","707.3","2703.3","55.5","3801.0","177.0","1983.6","100.6","5321.5","1715.6","1064.8","4361.2","4581.4","90427.5","230059.1","0.0","0.0","1015.9","0.0","1390.1","98.0","1292.2","3130.8","1512.0","3264.7","664.6","133.9","206.0","120.0","183.4","587.2","377.0","498.9","31.7","1163.4","88.2","418.4","1093.6","838.0","793.2","501.2","1021.4","590.1","853.1","6350.9","1557.4","0.0","263.0","1603.6","3161.0","1388.6","2711.4","1323.0","4733.4","943.8","3789.6","490.9","1394.0","1541.3","1566.5","4266.3","2057.3","147.3","354.8","4074.2","8230.4","117.0","237.9","12304.7","58.9","2987.9","1187.9","0.0","1317.0","1246.9","2942.1","439.9","2502.3","3990.7","278.3","385.8","110.0","223.2","107.6","419.1","529.2","2666.9","3553.0","6219.9","0.0","1235.0","1278.3","878.4","43.3","352.1","1397.3","1434.4","1796.2","1147.4","0.0","935.8","1786.5","753.6","1440.8","9859.2","2194.4","2593.4","93374.7","6225.3","0.0","9740.7","3408.4","0.0","6905.9","0.0","3944.3","2099.8","0.0","0.0","2304.8","0.0","10612.6","0.0","8529.6","5304.2","5980.0","0.0","675.8","5006.9","935.0","1787.9","1481.3","4852.3","3269.3","26981.8"
"2000 Q3","0.0","0.0","1772.9","0.0","1976.1","2011.0","2034.9","0.0","0.0","496.5","58.8","1514.5","0.0","3108.4","267.8","0.0","2840.6","0.0","14.1","2307.5","798.1","939.6","812.2","0.0","3610.1","1574.9","6132.4","205.2","5087.7","715.7","2698.8","55.0","4121.5","150.1","2127.2","91.4","5825.9","1681.5","1098.7","4686.9","5553.9","88260.3","238195.1","0.0","0.0","1008.1","0.0","1342.8","101.5","1241.3","3324.3","1543.1","3456.0","674.8","131.6","210.7","115.7","164.5","562.2","340.4","525.3","31.8","1200.0","83.8","420.9","1122.0","821.7","772.9","526.6","986.3","419.8","612.7","6833.8","1601.9","0.0","193.0","1701.4","3303.3","1349.8","2659.7","1309.7","4613.6","897.3","3716.2","423.3","1449.5","1648.7","1469.7","4267.9","1893.0","199.3","373.9","3195.4","6472.6","135.2","238.7","9668.2","46.2","3247.1","1241.5","0.0","1298.9","1287.5","2987.0","419.9","2567.0","4061.4","299.5","344.4","108.4","230.9","44.9","398.5","507.0","2519.1","3535.3","6054.4","0.0","1265.6","1311.5","867.0","45.8","349.8","1391.4","1453.3","1888.5","1217.8","0.0","978.6","1803.1","742.1","1382.1","10389.1","2124.3","2670.0","96761.4","6814.7","0.0","10187.6","3812.3","0.0","7040.9","0.0","4074.6","2370.1","0.0","0.0","2415.6","0.0","9951.5","0.0","8877.5","5265.7","5926.9","0.0","661.2","5375.7","933.4","1612.2","1603.0","5013.5","3215.2","27124.8"
"2000 Q4","0.0","0.0","1909.5","0.0","2165.3","2104.0","2229.3","0.0","0.0","508.7","63.9","1595.5","0.0","3837.2","305.4","0.0","3531.8","0.0","13.9","2400.5","751.6","1002.1","765.6","0.0","3803.1","1540.1","5879.3","187.2","5622.5","763.6","2849.0","59.1","4448.2","128.0","2317.5","91.3","5776.8","1818.2","1113.3","5238.3","3402.5","94208.9","240442.3","0.0","0.0","941.2","0.0","1370.2","99.9","1270.3","3455.4","1543.1","3649.1","725.5","193.6","217.2","128.0","136.8","561.9","429.7","549.1","24.9","1274.5","103.1","414.4","1128.7","729.4","779.0","711.8","866.2","448.4","611.2","7111.1","1625.7","0.0","162.9","1696.5","3322.2","1569.1","2782.4","1213.3","4528.5","945.1","3583.3","423.4","1456.6","1641.0","1441.5","4509.8","1864.8","184.3","332.8","3582.5","7130.3","122.3","210.6","10712.7","56.6","3402.6","1275.5","0.0","1652.1","1332.0","2978.0","432.5","2545.5","4382.6","352.5","488.1","92.0","230.4","135.6","450.6","542.6","2832.1","3566.9","6399.0","0.0","1135.0","1174.1","1141.5","39.2","369.4","1548.1","1400.4","1861.8","1291.9","0.0","1040.9","1769.8","768.0","1502.1","11832.2","2270.1","2834.5","101522.1","6520.9","0.0","9934.9","3329.4","0.0","7175.7","0.0","4250.1","2386.0","0.0","0.0","2387.2","0.0","11157.7","0.0","9610.3","5160.9","5839.1","0.0","678.1","6319.7","946.9","2030.7","2187.8","5512.4","4218.5","22861.1"
"2001 Q1","0.0","0.0","1990.5","0.0","1886.7","1994.6","1939.2","0.0","0.0","590.8","52.5","1403.9","0.0","3207.5","241.7","0.0","2965.8","0.0","15.2","2293.9","628.2","985.7","643.3","0.0","3982.8","1559.7","6185.5","233.8","4915.8","864.8","3368.9","78.4","4839.4","155.4","2259.1","110.4","5641.4","1880.2","1205.7","4819.0","3685.2","91387.6","238723.8","0.0","0.0","913.6","0.0","1376.9","110.4","1266.5","3163.4","1436.1","3341.5","703.9","178.2","232.0","122.4","153.0","681.2","404.5","543.2","14.1","1247.2","108.5","422.4","1013.6","712.6","913.2","528.9","865.6","673.0","865.2","7779.6","1670.3","0.0","192.1","1578.9","3249.2","1396.2","3018.6","1622.3","4479.3","933.2","3546.1","442.9","1068.7","1248.1","1352.6","4419.1","1795.5","179.4","392.3","3826.8","7442.8","140.4","251.9","11269.5","48.1","3279.6","1365.9","0.0","1564.4","1414.0","2931.7","455.1","2476.5","4025.4","270.8","347.0","60.1","235.0","76.3","447.3","507.3","2677.5","3825.4","6502.7","0.0","1198.4","1249.4","933.4","51.1","396.0","1349.0","1375.7","1875.8","1220.8","0.0","1014.7","1771.7","829.4","1484.6","10974.3","2314.1","2676.4","94363.1","6493.7","0.0","9576.7","2829.0","0.0","6931.4","0.0","4253.9","2900.1","0.0","0.0","2215.3","0.0","11336.3","0.0","9915.5","5310.9","6032.7","0.0","721.9","5497.5","1025.2","1917.8","1556.8","5476.8","3474.5","27557.7"
"2001 Q2","0.0","0.0","1930.6","0.0","1917.6","2033.9","1968.3","0.0","0.0","588.1","50.7","1445.7","0.0","3063.8","234.8","0.0","2829.0","0.0","16.6","2030.6","856.6","874.4","873.3","0.0","4216.5","1460.7","6480.9","234.1","5079.4","877.8","3044.2","67.7","4519.8","166.4","2338.3","99.7","5772.4","1830.8","1305.8","5077.5","5230.3","88033.5","240043.8","0.0","0.0","1079.5","0.0","1471.4","66.8","1404.7","3106.2","1566.8","3291.1","702.1","184.9","257.6","119.6","153.4","607.8","363.3","576.5","14.8","1278.5","104.7","425.8","1140.9","700.5","865.3","574.3","853.7","556.3","806.3","5474.2","1608.6","0.0","249.8","1595.7","3204.4","1546.8","3036.0","1489.1","4520.5","897.6","3622.9","432.2","1131.9","1322.2","1260.5","4838.7","1692.7","190.2","332.6","3643.6","7198.4","97.4","235.1","10842.1","50.8","2905.1","1387.3","0.0","1551.7","1438.0","2827.8","427.8","2400.0","3453.9","289.6","365.3","69.9","242.7","75.7","445.6","515.5","2595.1","3695.3","6290.4","0.0","1275.0","1327.2","937.6","52.3","382.5","1133.3","1423.7","1907.3","1237.1","0.0","949.5","1806.2","791.0","1441.3","9315.9","2232.3","2320.7","93653.8","7316.4","0.0","10791.9","3422.4","0.0","7188.2","0.0","4306.1","2849.7","0.0","0.0","2204.1","0.0","11182.5","0.0","9869.7","5195.0","5827.5","0.0","632.5","4666.8","1095.6","1723.9","1760.0","4649.1","3484.0","26708.6"
"2001 Q3","0.0","0.0","1966.7","0.0","1996.3","2136.6","2051.1","0.0","0.0","596.9","54.8","1539.5","0.0","3065.1","252.2","0.0","2812.9","0.0","14.8","2112.3","857.1","844.7","871.9","0.0","4111.6","1609.4","6559.8","218.5","5038.6","950.7","3239.4","65.2","4931.2","153.1","2348.5","84.3","6014.2","1882.3","1363.5","5004.8","6644.5","85394.2","245316.1","0.0","0.0","1260.6","0.0","1419.1","59.3","1359.8","3229.1","1461.9","3362.4","693.2","133.4","229.1","117.5","164.5","557.3","341.9","597.7","23.5","1291.0","94.0","297.0","1164.9","677.7","786.5","549.9","842.2","408.2","587.8","5742.6","1521.3","0.0","179.6","1452.3","2973.6","1520.8","3086.4","1565.8","4511.2","821.8","3689.6","414.2","1230.8","1452.7","1186.3","4450.1","1600.5","221.6","389.5","3238.8","6623.8","113.9","275.7","9862.6","57.5","2957.1","1443.1","0.0","1476.1","1500.6","2911.8","430.8","2481.0","3243.6","273.3","365.9","82.1","244.1","92.6","407.6","489.8","2340.4","3736.3","6076.5","0.0","1189.3","1236.1","891.8","46.7","341.8","965.9","1473.8","1939.7","1207.8","0.0","943.8","1815.7","767.3","1422.3","8510.7","2189.6","2277.6","93760.9","7438.8","0.0","11144.8","3803.9","0.0","7300.6","0.0","4208.8","3224.4","0.0","0.0","2381.7","0.0","11011.5","0.0","9824.2","5058.9","5839.3","0.0","780.4","4127.6","1062.5","1620.9","1690.2","4383.1","3311.1","28517.4"
